,2019-11-03,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-09,2019-11-10,2019-11-11,2019-11-12,2019-11-13,2019-11-14,2019-11-15,2019-11-16,2019-11-17,2019-11-18,2019-11-19,2019-11-20,2019-11-21,2019-11-22,2019-11-23,2019-11-25,2019-11-26,2019-11-27,2019-11-28,2019-11-29,2019-11-30,2019-12-01,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-07,2019-12-08,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-14,2019-12-15,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-21,2019-12-22,2019-12-23,2019-12-24,2019-12-25,2019-12-26,2019-12-27,2019-12-28,2019-12-29,2019-12-30,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19
Big&Small,6300.0,6500.0,6300.0,6300.0,6300.0,6300.0,6300.0,6300.0,6200.0,6400.0,6400.0,6300.0,6200.0,6100.0,6000.0,5800.0,,6000.0,5900.0,5700.0,5800.0,5900.0,6000.0,,,5600.0,5400.0,,5400.0,,,,,,,6000.0,,,,,,,,,,,,,,,,,,,,,,5400.0,,,,,,,,,,,,5600.0,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crypto Sword & Magic,523.94,522.63,518.12,,429.93,459.43,481.27,483.44,578.72,1400.0,2000.0,2200.0,489.16,,699.81,750.89,787.96,958.89,893.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.36,,,,,,,,,,,,,732.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoThrone 加密王座-无限世界,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSpells,76.3,76.5,77.05,81.8,82.2,83.7,85.45,107.85,119.75,211.55,318.6,326.6,328.3,331.35,332.3,342.95,349.7,370.6,372.15,376.55,404.25,412.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blockchain Cuties,226.18,226.34,276.64,276.91,277.3,277.63,278.18,278.55,278.73,278.92,279.22,279.49,279.65,281.51,288.73,291.74,293.41,295.11,295.21,295.21,295.5,295.8,,,,,,,,,,,,,,,,,,,,,,,,,303.15,,,,,,,,,,,317.48,317.54,,,,318.52,318.77,,,,,,,,320.14,320.17,320.26,321.09,,,,321.6,,,,,,,,,,,,,,,339.09,,,,,,,,,,,
Bankroll,55700000.0,55700000.0,55800000.0,55800000.0,55800000.0,55900000.0,56300000.0,56400000.0,56400000.0,56500000.0,56600000.0,56500000.0,56700000.0,57600000.0,57500000.0,57400000.0,58100000.0,58000000.0,57900000.0,58200000.0,58400000.0,57900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOST Dex,721100.0,759000.0,897900.0,961900.0,886400.0,870800.0,944500.0,871300.0,,812300.0,845200.0,794300.0,770800.0,1300000.0,,,1300000.0,823100.0,732800.0,385500.0,1000000.0,795700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High & Low,6000.0,6000.0,6600.0,6700.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6500.0,6600.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,,6500.0,6400.0,6400.0,6400.0,6400.0,6400.0,,,,,,6300.0,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0,6200.0,6200.0,,,,5800.0,5800.0,5800.0,5700.0,,,5700.0,,,,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRXMarket,1700000.0,1700000.0,1600000.0,1700000.0,1700000.0,2200000.0,2300000.0,2400000.0,2800000.0,2500000.0,2600000.0,2700000.0,2900000.0,2300000.0,2500000.0,2400000.0,2400000.0,2500000.0,2400000.0,1900000.0,1800000.0,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeFind,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01,14.01,14.01,14.01,14.01,14.01,14.01,14.01,14.01,,,,,,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoZombies,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7Tron,377900.0,238800.0,119600.0,108700.0,164600.0,124700.0,123400.0,325300.0,203000.0,90800.0,,178600.0,156500.0,141300.0,153200.0,142400.0,220500.0,309600.0,233200.0,224300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135300.0,103900.0,30200.0,102600.0,64800.0,42000.0,113500.0,77600.0,38500.0,131300.0,109900.0,187700.0,76600.0,124600.0,119000.0,92100.0,131600.0,103600.0,92000.0,85900.0,127000.0,93800.0,47100.0,140900.0,133400.0,124000.0,115900.0,27800.0,148500.0,142400.0
ForkDelta,23300.0,23200.0,23100.0,23200.0,22900.0,,,23300.0,23200.0,23800.0,23000.0,23500.0,23000.0,23000.0,,23200.0,22900.0,22800.0,22600.0,22500.0,,22700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SuperPlayer,12.09,12.09,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dozerbird,20.43,,20.74,21.1,,,,,,,,,,,,,25.54,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crypto Sanguo,1100000.0,1100000.0,2200000.0,,,,,,,,,,,3100000.0,3000000.0,,3100000.0,2900000.0,2900000.0,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyber,,2500.0,2000.0,2000.0,1900.0,1700.0,2300.0,1800.0,1800.0,2200.0,2100.0,2000.0,1800.0,2900.0,2900.0,2400.0,2900.0,2600.0,2600.0,2900.0,3500.0,2600.0,1900.0,,2400.0,2700.0,,,,,,,1900.0,,,,,,,,,,,,3200.0,2100.0,,,,,,,,,,,,,,,,,,,2700.0,2600.0,3500.0,,,,,,3200.0,3700.0,,,,,,,,,,,3400.0,3000.0,,,3400.0,2700.0,2700.0,3200.0,2900.0,3200.0,2600.0,2700.0,2600.0,2900.0,1900.0,2300.0,2100.0,3100.0,2900.0,3000.0,2800.0
Tewkenaire,,,7200000.0,7400000.0,7700000.0,8900000.0,10000000.0,13300000.0,14500000.0,13600000.0,13800000.0,13800000.0,12300000.0,12000000.0,11000000.0,10200000.0,9800000.0,9700000.0,9700000.0,,10400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDEX,,,41400.0,41300.0,41300.0,41500.0,41700.0,,41500.0,41300.0,41000.0,41200.0,41100.0,41300.0,41100.0,,41000.0,40900.0,41300.0,41500.0,41600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42400.0,,,,,,,,,39900.0,39800.0,,39900.0,,39100.0,38800.0,38800.0,39400.0,,39300.0
Evolutions,,,50900.0,,,,,,,,,,50100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodLuck Casino,,,,184300.0,145000.0,176100.0,210300.0,172800.0,207100.0,168300.0,147100.0,165800.0,,,,,200100.0,159800.0,191100.0,151100.0,181700.0,175900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000.0,,,,184800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENME,,,,1800000.0,1700000.0,1800000.0,1800000.0,1800000.0,1800000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1800000.0,1800000.0,1700000.0,1700000.0,1700000.0,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartex,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOSMMM,,,,,,17900.0,18100.0,17500.0,19700.0,20600.0,20700.0,21100.0,22100.0,24600.0,25800.0,26700.0,26200.0,28100.0,28800.0,37000.0,41100.0,47300.0,,,,,,,,,,,,,60100.0,63700.0,,65900.0,65200.0,,,,,,72700.0,,72900.0,,,,,,,82900.0,,86000.0,87600.0,,,87900.0,86600.0,86700.0,,95100.0,96400.0,94000.0,94400.0,95700.0,103900.0,109200.0,106300.0,113300.0,142400.0,137600.0,135900.0,138100.0,140800.0,139000.0,,,141200.0,139400.0,130000.0,96500.0,,,,,,,,,,,,,,,,,,,,,
CryptoFriends,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEST,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETFURY,,,,,,,,3100000.0,4900000.0,3000000.0,5000000.0,5600000.0,1200000.0,4500000.0,3700000.0,4800000.0,4700000.0,6300000.0,3900000.0,3600000.0,5500000.0,5200000.0,1900000.0,2900000.0,3200000.0,2700000.0,2400000.0,3900000.0,3400000.0,3900000.0,7500000.0,3700000.0,2600000.0,3000000.0,2700000.0,5800000.0,3700000.0,4100000.0,3100000.0,2500000.0,3600000.0,4000000.0,3800000.0,3900000.0,3500000.0,3600000.0,3800000.0,5300000.0,3600000.0,2500000.0,1900000.0,6100000.0,5700000.0,5900000.0,8700000.0,8800000.0,7000000.0,4800000.0,2200000.0,3100000.0,3100000.0,4500000.0,2800000.0,3000000.0,4400000.0,5800000.0,5800000.0,4800000.0,2000000.0,4000000.0,2100000.0,4800000.0,3800000.0,4200000.0,3000000.0,1100000.0,16600.0,2200000.0,1700000.0,1100000.0,930300.0,1100000.0,255500.0,1200000.0,1400000.0,,1800000.0,,,562700.0,744300.0,,,,,,,,,,,796000.0,,,
imToken Tokenlon,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EtherHives,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frag Raffle,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinach,,,,,,,,,,,,,,19200.0,20300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniswap,,,,,,,,,,,,,,35100.0,,34900.0,34500.0,32400.0,,30100.0,31300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67000.0,67000.0,67000.0,67000.0
WhaleEx,,,,,,,,,,,,,,,77100.0,38600.0,97600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MillionMoney,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knight Story,,,,,,,,,,,,,,,,,,,,42.21,,91.81,,61.76,,,111.49,,,129.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.96,,148.74,149.98,150.92,153.62,155.76,157.43,161.88,163.62,165.44,156.13,160.04,164.89,171.93,175.84,177.03,184.81,185.54,149.11,149.84,152.44,153.46,154.07,154.82,155.18,156.06,156.12,158.63,158.67,158.8,158.78,149.46,150.28,150.72,150.94,153.14,153.52,155.61,156.3,156.61,156.87,152.44,152.52,153.18,153.18,153.18,
Compound,,,,,,,,,,,,,,,,,,,,314800.0,345300.0,338700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGOLDe,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,,2700.0,2700.0,2700.0,,,2700.0,2700.0,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gods Unchained,,,,,,,,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenSea,,,,,,,,,,,,,,,,,,,,,10.71,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhiteBetting,,,,,,,,,,,,,,,,,,,,,86.29,83.97,,,,112.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEOFish,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeonplay,,,,,,,,,,,,,,,,,,,,,,,,22300.0,6000.0,,,48100.0,,,16800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CardMaker - NatureTown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Gamblr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,1900.0,2400.0,2400.0,,,,,,2400.0,,,,2100.0,,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cryptolegends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.87,39.57,27.24,37.65,26.79,25.44,66.82,83.34,97.49,108.18,68.78,80.13,89.62,75.19,,,,,,,,,536.3,546.19,549.87,557.46,561.51,575.84,609.57,621.14,643.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.0,79.66,2.82,121.51,121.51,121.51,121.51,121.51,121.51,121.51,121.51,88.8,1.94,126.92,8.34,6.76,491.27,666.68,45.33,572.47,542.95,459.3,332.33,732.75,1100.0,1.78,2.38,368.63,279.35,607.91,881.92,1300.0,6.59,413.21,274.13,164.29,15.74,484.55,368.52,418.84,924.21,1100.0,349.16,404.28,470.74,1300.0,689.4,16.6,543.79,12.26,12.89,592.79,1300.0,1900.0,536.28,1400.0,2500.0,3700.0,5200.0,101.47,1300.0,2500.0,3700.0,2.12,1100.0,2200.0,3200.0,,,,,,5000.0
Berich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65500.0,62800.0,63600.0,80100.0,66500.0,63400.0,73500.0,77900.0,80900.0,86400.0,81300.0,62800.0,62800.0,62800.0,62800.0,92800.0,93600.0,92800.0,,92800.0,92800.0,92800.0,92900.0,98600.0,95400.0,98900.0,105500.0,108600.0,104900.0,93500.0,93300.0,92800.0,92800.0,92800.0,92800.0,72000.0,76700.0,81500.0,70000.0,75100.0,80500.0,103600.0,88600.0,70400.0,74200.0,85000.0,71500.0,83000.0,86300.0,89400.0,78600.0,83000.0,72900.0,70600.0,75100.0,80200.0,88000.0,72300.0,82400.0,86000.0,88400.0,90700.0,94700.0,97300.0,99500.0,73100.0
Bitlex Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746600.0,420400.0,444900.0,406100.0,427000.0,543800.0,520600.0,328600.0,345700.0,395800.0,591500.0,687300.0,664200.0,544200.0,430200.0,,,,,,493000.0,459200.0,499100.0,425100.0,421900.0,554200.0,684600.0,668300.0,528900.0,481500.0,516800.0,513400.0,508700.0,517200.00000000006,510000.0,524400.0,579100.0,782100.0,671800.0,705200.0,683700.0,706400.0,634300.0,609700.0,508500.0,512100.0,504500.0,499900.0,496300.0,505500.0,482000.0,495900.0,481500.0,498700.0,462000.0,498800.0,479800.0,458900.0,504000.0,455000.0,502700.0,512900.0,454900.0
Just.game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288800000.0,280400000.0,,,,,,,,,,,,,,,,,,,,,,,234900000.0,235100000.0,235300000.0,235000000.0,235300000.0,235300000.0,235500000.0,,,,,,230700000.0,230600000.0,223700000.0,223300000.0,223200000.0,217500000.0,216600000.0,216600000.0,,,,,216100000.0,216200000.0,,215400000.0,215500000.0,215300000.0,215500000.0
Poker Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.97,197.12,,,,
Perfect Money Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Origin Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonlighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,
WheelWin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454300.0,537600.0,618400.0,792300.0,680900.0,787200.0,838700.0,896900.0,851200.0,878300.0,1300000.0,1500000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1100000.0,1100000.0,1300000.0,1000000.0,3200000.0
DoubleWay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAVE FRONTIER HEROES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1700.0,1800.0,1900.0,266.64,373.92,853.98,949.87,970.55,1000.0,1000.0,1100.0,1100.0,1100.0,180.0,190.63,190.19,190.19,190.19,190.19
IPSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,0.06,,,,
Play Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000.0,1800000.0,1800000.0,1800000.0,1800000.0,1900000.0
